PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"34343338","Genetic risk assessment for hereditary renal cell carcinoma: Clinical consensus statement","Bratslavsky G, Mendhiratta N, Daneshvar M, Brugarolas J, Ball MW, Metwalli A, Nathanson KL, Pierorazio PM, Boris RS, Singer EA, Carlo MI, Daly MB, Henske EP, Hyatt C, Middleton L, Morris G, Jeong A, Narayan V, Rathmell WK, Vaishampayan U, Lee BH, Battle D, Hall MJ, Hafez K, Jewett MAS, Karamboulas C, Pal SK, Hakimi AA, Kutikov A, Iliopoulos O, Linehan WM, Jonasch E, Srinivasan R, Shuch B.","Cancer. 2021 Nov 1;127(21):3957-3966. doi: 10.1002/cncr.33679. Epub 2021 Aug 3.","Bratslavsky G","Cancer","2021","2021/08/03","PMC8711633","NIHMS1706662","10.1002/cncr.33679"
"36126402","Cross-modal attention for multi-modal image registration","Song X, Chao H, Xu X, Guo H, Xu S, Turkbey B, Wood BJ, Sanford T, Wang G, Yan P.","Med Image Anal. 2022 Nov;82:102612. doi: 10.1016/j.media.2022.102612. Epub 2022 Sep 10.","Song X","Med Image Anal","2022","2022/09/20","PMC9588729","NIHMS1835597","10.1016/j.media.2022.102612"
"35394862","Evaluation of individual and ensemble probabilistic forecasts of COVID-19 mortality in the United States","Cramer EY, Ray EL, Lopez VK, Bracher J, Brennen A, Castro Rivadeneira AJ, Gerding A, Gneiting T, House KH, Huang Y, Jayawardena D, Kanji AH, Khandelwal A, Le K, Mühlemann A, Niemi J, Shah A, Stark A, Wang Y, Wattanachit N, Zorn MW, Gu Y, Jain S, Bannur N, Deva A, Kulkarni M, Merugu S, Raval A, Shingi S, Tiwari A, White J, Abernethy NF, Woody S, Dahan M, Fox S, Gaither K, Lachmann M, Meyers LA, Scott JG, Tec M, Srivastava A, George GE, Cegan JC, Dettwiller ID, England WP, Farthing MW, Hunter RH, Lafferty B, Linkov I, Mayo ML, Parno MD, Rowland MA, Trump BD, Zhang-James Y, Chen S, Faraone SV, Hess J, Morley CP, Salekin A, Wang D, Corsetti SM, Baer TM, Eisenberg MC, Falb K, Huang Y, Martin ET, McCauley E, Myers RL, Schwarz T, Sheldon D, Gibson GC, Yu R, Gao L, Ma Y, Wu D, Yan X, Jin X, Wang YX, Chen Y, Guo L, Zhao Y, Gu Q, Chen J, Wang L, Xu P, Zhang W, Zou D, Biegel H, Lega J, McConnell S, Nagraj VP, Guertin SL, Hulme-Lowe C, Turner SD, Shi Y, Ban X, Walraven R, Hong QJ, Kong S, van de Walle A, et al.","Proc Natl Acad Sci U S A. 2022 Apr 12;119(15):e2113561119. doi: 10.1073/pnas.2113561119. Epub 2022 Apr 8.","Cramer EY","Proc Natl Acad Sci U S A","2022","2022/04/08","PMC9169655","","10.1073/pnas.2113561119"
"35703413","Impact of Artificial Intelligence Assistance on Chest CT Interpretation Times: A Prospective Randomized Study","Yacoub B, Varga-Szemes A, Schoepf UJ, Kabakus IM, Baruah D, Burt JR, Aquino GJ, Sullivan AK, Doherty JO, Hoelzer P, Sperl J, Emrich T.","AJR Am J Roentgenol. 2022 Nov;219(5):743-751. doi: 10.2214/AJR.22.27598. Epub 2022 Jun 15.","Yacoub B","AJR Am J Roentgenol","2022","2022/06/15","","","10.2214/AJR.22.27598"
"33153497","Characterizing temporal genomic heterogeneity in pediatric low-grade gliomas","Lazow MA, Hoffman L, Schafer A, Osorio DS, Boué DR, Rush S, Wright E, Lane A, DeWire-Schottmiller MD, Smolarek T, Sipple J, Taggert H, Reuss J, Salloum R, Hummel TR, de Blank P, Pillay-Smiley N, Sutton ME, Asher A, Stevenson CB, Drissi R, Finlay JL, Fouladi M, Fuller C.","Acta Neuropathol Commun. 2020 Nov 5;8(1):182. doi: 10.1186/s40478-020-01054-w.","Lazow MA","Acta Neuropathol Commun","2020","2020/11/06","PMC7643477","","10.1186/s40478-020-01054-w"
"36645099","Genomic profiling and precision medicine in complex ameloblastoma","Gates JC, Clark AP, Cherkas E, Shreenivas AV, Kraus D, Danzinger N, Huang RSP, Johnson J, Ross JS.","Head Neck. 2023 Apr;45(4):816-826. doi: 10.1002/hed.27294. Epub 2023 Jan 16.","Gates JC","Head Neck","2023","2023/01/16","","","10.1002/hed.27294"
"37431438","Ensemble classification of autism spectrum disorder using structural magnetic resonance imaging features","Zhang-James Y, Buitelaar JK; ENIGMA‐ASD Working Group; van Rooij D, Faraone SV.","JCPP Adv. 2021 Nov 6;1(3):e12042. doi: 10.1002/jcv2.12042. eCollection 2021 Oct.","Zhang-James Y","JCPP Adv","2021","2023/07/11","PMC10242907","","10.1002/jcv2.12042"
"34056577","Interpretability Versus Accuracy: A Comparison of Machine Learning Models Built Using Different Algorithms, Performance Measures, and Features to Predict E. coli Levels in Agricultural Water","Weller DL, Love TMT, Wiedmann M.","Front Artif Intell. 2021 May 14;4:628441. doi: 10.3389/frai.2021.628441. eCollection 2021.","Weller DL","Front Artif Intell","2021","2021/05/31","PMC8160515","","10.3389/frai.2021.628441"
"37443264","Effects of the environment on the evolution of the vertebrate urinary tract","Wiener SV.","Nat Rev Urol. 2023 Dec;20(12):719-738. doi: 10.1038/s41585-023-00794-3. Epub 2023 Jul 13.","Wiener SV","Nat Rev Urol","2023","2023/07/13","","","10.1038/s41585-023-00794-3"
"31104177","Ventricular geometry-regularized QRSd predicts cardiac resynchronization therapy response: machine learning from crosstalk between electrocardiography and echocardiography","Lei J, Wang YG, Bhatta L, Ahmed J, Fan D, Wang J, Liu K.","Int J Cardiovasc Imaging. 2019 Jul;35(7):1221-1229. doi: 10.1007/s10554-019-01545-5. Epub 2019 May 18.","Lei J","Int J Cardiovasc Imaging","2019","2019/05/20","","","10.1007/s10554-019-01545-5"
"32918774","Targetable BRAF and RAF1 Alterations in Advanced Pediatric Cancers","Rankin A, Johnson A, Roos A, Kannan G, Knipstein J, Britt N, Rosenzweig M, Haberberger J, Pavlick D, Severson E, Vergilio JA, Squillace R, Erlich R, Sathyan P, Cramer S, Kram D, Ross J, Miller V, Reddy P, Alexander B, Ali SM, Ramkissoon S.","Oncologist. 2021 Jan;26(1):e153-e163. doi: 10.1002/ONCO.13519. Epub 2020 Sep 25.","Rankin A","Oncologist","2021","2020/09/12","PMC7794197","","10.1002/ONCO.13519"
"36076265","A catalog of validity indices for step counting wearable technologies during treadmill walking: the CADENCE-adults study","Mora-Gonzalez J, Gould ZR, Moore CC, Aguiar EJ, Ducharme SW, Schuna JM Jr, Barreira TV, Staudenmayer J, McAvoy CR, Boikova M, Miller TA, Tudor-Locke C.","Int J Behav Nutr Phys Act. 2022 Sep 8;19(1):117. doi: 10.1186/s12966-022-01350-9.","Mora-Gonzalez J","Int J Behav Nutr Phys Act","2022","2022/09/08","PMC9461139","","10.1186/s12966-022-01350-9"
"36323913","Parallel functional annotation of cancer-associated missense mutations in histone methyltransferases","Canning AJ, Viggiano S, Fernandez-Zapico ME, Cosgrove MS.","Sci Rep. 2022 Nov 2;12(1):18487. doi: 10.1038/s41598-022-23229-2.","Canning AJ","Sci Rep","2022","2022/11/03","PMC9630446","","10.1038/s41598-022-23229-2"
"34703393","Clinical predictors of I-131 therapy failure in differentiated thyroid cancer by machine learning: A single-center experience","Lubin DJ, Tsetse C, Khorasani MS, Allahyari M, McGrath M.","World J Nucl Med. 2021 Mar 15;20(3):253-259. doi: 10.4103/wjnm.WJNM_104_20. eCollection 2021 Jul-Sep.","Lubin DJ","World J Nucl Med","2021","2021/10/27","PMC8488882","","10.4103/wjnm.WJNM_104_20"
"33970367","Cross-Disorder Analysis of De Novo Mutations in Neuropsychiatric Disorders","Li K, Fang Z, Zhao G, Li B, Chen C, Xia L, Wang L, Luo T, Wang X, Wang Z, Zhang Y, Jiang Y, Pan Q, Hu Z, Guo H, Tang B, Liu C, Sun Z, Xia K, Li J.","J Autism Dev Disord. 2022 Mar;52(3):1299-1313. doi: 10.1007/s10803-021-05031-7. Epub 2021 May 10.","Li K","J Autism Dev Disord","2022","2021/05/10","PMC8854168","","10.1007/s10803-021-05031-7"
"35126215","Saliva RNA Biomarkers of Gastrointestinal Dysfunction in Children With Autism and Neurodevelopmental Disorders: Potential Implications for Precision Medicine","Beversdorf DQ, Sohl K, Levitskiy D, Tennant P, Goin-Kochel RP, Shaffer RC, Confair A, Middleton FA, Hicks SD.","Front Psychiatry. 2022 Jan 20;12:824933. doi: 10.3389/fpsyt.2021.824933. eCollection 2021.","Beversdorf DQ","Front Psychiatry","2022","2022/02/07","PMC8811462","","10.3389/fpsyt.2021.824933"
"34013251","A seq2seq model to forecast the COVID-19 cases, deaths and reproductive R numbers in US counties","Zhang-James Y, Hess J, Salkin A, Wang D, Chen S, Winkelstein P, Morley CP, Faraone SV.","Res Sq. 2021 Apr 26:rs.3.rs-456641. doi: 10.21203/rs.3.rs-456641/v1. Preprint.","Zhang-James Y","Res Sq","2021","2021/05/20","PMC8132245","","10.21203/rs.3.rs-456641/v1"
"33907761","A seq2seq model to forecast the COVID-19 cases, deaths and reproductive R numbers in US counties","Zhang-James Y, Hess J, Salekin A, Wang D, Chen S, Winkelstein P, Morley CP, Faraone SV.","medRxiv. 2021 Apr 20:2021.04.14.21255507. doi: 10.1101/2021.04.14.21255507. Preprint.","Zhang-James Y","medRxiv","2021","2021/04/28","PMC8077584","","10.1101/2021.04.14.21255507"
"36351892","Comparative serum proteomic analysis of a selected protein panel in individuals with schizophrenia and bipolar disorder and the impact of genetic risk burden on serum proteomic profiles","Oraki Kohshour M, Kannaiyan NR, Falk AJ, Papiol S, Heilbronner U, Budde M, Kalman JL, Schulte EC, Rietschel M, Witt S, Forstner AJ, Heilmann-Heimbach S, Nöthen MM, Spitzer C, Malchow B, Müller T, Wiltfang J, Falkai P, Schmitt A, Rossner MJ, Nilsson P, Schulze TG.","Transl Psychiatry. 2022 Nov 9;12(1):471. doi: 10.1038/s41398-022-02228-x.","Oraki Kohshour M","Transl Psychiatry","2022","2022/11/09","PMC9646817","","10.1038/s41398-022-02228-x"
"35698242","Gain and loss of TASK3 channel function and its regulation by novel variation cause KCNK9 imprinting syndrome","Cousin MA, Veale EL, Dsouza NR, Tripathi S, Holden RG, Arelin M, Beek G, Bekheirnia MR, Beygo J, Bhambhani V, Bialer M, Bigoni S, Boelman C, Carmichael J, Courtin T, Cogne B, Dabaj I, Doummar D, Fazilleau L, Ferlini A, Gavrilova RH, Graham JM Jr, Haack TB, Juusola J, Kant SG, Kayani S, Keren B, Ketteler P, Klöckner C, Koopmann TT, Kruisselbrink TM, Kuechler A, Lambert L, Latypova X, Lebel RR, Leduc MS, Leonardi E, Lewis AM, Liew W, Machol K, Mardini S, McWalter K, Mignot C, McLaughlin J, Murgia A, Narayanan V, Nava C, Neuser S, Nizon M, Ognibene D, Park J, Platzer K, Poirsier C, Radtke M, Ramsey K, Runke CK, Guillen Sacoto MJ, Scaglia F, Shinawi M, Spranger S, Tan ES, Taylor J, Trentesaux AS, Vairo F, Willaert R, Zadeh N, Urrutia R, Babovic-Vuksanovic D, Zimmermann MT, Mathie A, Klee EW.","Genome Med. 2022 Jun 13;14(1):62. doi: 10.1186/s13073-022-01064-4.","Cousin MA","Genome Med","2022","2022/06/13","PMC9195326","","10.1186/s13073-022-01064-4"
"37213280","Liquid biopsies and minimal residual disease in myeloid malignancies","Allam S, Nasr K, Khalid F, Shah Z, Khan Suheb MZ, Mulla S, Vikash S, Bou Zerdan M, Anwer F, Chaulagain CP.","Front Oncol. 2023 May 5;13:1164017. doi: 10.3389/fonc.2023.1164017. eCollection 2023.","Allam S","Front Oncol","2023","2023/05/22","PMC10196237","","10.3389/fonc.2023.1164017"
"34798638","Are robots the future? A case for robotic pyeloplasty as the gold standard treatment in ureteropelvic junction obstruction","Beal R, Sicilila S, Riestra P, Albala DM.","Curr Opin Urol. 2022 Jan 1;32(1):109-115. doi: 10.1097/MOU.0000000000000944.","Beal R","Curr Opin Urol","2022","2021/11/19","","","10.1097/MOU.0000000000000944"
"28761808","Machine-learning classification of 22q11.2 deletion syndrome: A diffusion tensor imaging study","Tylee DS, Kikinis Z, Quinn TP, Antshel KM, Fremont W, Tahir MA, Zhu A, Gong X, Glatt SJ, Coman IL, Shenton ME, Kates WR, Makris N.","Neuroimage Clin. 2017 May 11;15:832-842. doi: 10.1016/j.nicl.2017.04.029. eCollection 2017.","Tylee DS","Neuroimage Clin","2017","2017/08/02","PMC5522376","","10.1016/j.nicl.2017.04.029"
"32719123","Machine learning uncovers the most robust self-report predictors of relationship quality across 43 longitudinal couples studies","Joel S, Eastwick PW, Allison CJ, Arriaga XB, Baker ZG, Bar-Kalifa E, Bergeron S, Birnbaum GE, Brock RL, Brumbaugh CC, Carmichael CL, Chen S, Clarke J, Cobb RJ, Coolsen MK, Davis J, de Jong DC, Debrot A, DeHaas EC, Derrick JL, Eller J, Estrada MJ, Faure R, Finkel EJ, Fraley RC, Gable SL, Gadassi-Polack R, Girme YU, Gordon AM, Gosnell CL, Hammond MD, Hannon PA, Harasymchuk C, Hofmann W, Horn AB, Impett EA, Jamieson JP, Keltner D, Kim JJ, Kirchner JL, Kluwer ES, Kumashiro M, Larson G, Lazarus G, Logan JM, Luchies LB, MacDonald G, Machia LV, Maniaci MR, Maxwell JA, Mizrahi M, Muise A, Niehuis S, Ogolsky BG, Oldham CR, Overall NC, Perrez M, Peters BJ, Pietromonaco PR, Powers SI, Prok T, Pshedetzky-Shochat R, Rafaeli E, Ramsdell EL, Reblin M, Reicherts M, Reifman A, Reis HT, Rhoades GK, Rholes WS, Righetti F, Rodriguez LM, Rogge R, Rosen NO, Saxbe D, Sened H, Simpson JA, Slotter EB, Stanley SM, Stocker S, Surra C, Ter Kuile H, Vaughn AA, Vicary AM, Visserman ML, Wolf S.","Proc Natl Acad Sci U S A. 2020 Aug 11;117(32):19061-19071. doi: 10.1073/pnas.1917036117. Epub 2020 Jul 27.","Joel S","Proc Natl Acad Sci U S A","2020","2020/07/29","PMC7431040","","10.1073/pnas.1917036117"
"32237241","Machine-Learning prediction of comorbid substance use disorders in ADHD youth using Swedish registry data","Zhang-James Y, Chen Q, Kuja-Halkola R, Lichtenstein P, Larsson H, Faraone SV.","J Child Psychol Psychiatry. 2020 Dec;61(12):1370-1379. doi: 10.1111/jcpp.13226. Epub 2020 Apr 1.","Zhang-James Y","J Child Psychol Psychiatry","2020","2020/04/03","PMC7754321","","10.1111/jcpp.13226"
"34268067","Opportunities, barriers, and recommendations in down syndrome research","Hendrix JA, Amon A, Abbeduto L, Agiovlasitis S, Alsaied T, Anderson HA, Bain LJ, Baumer N, Bhattacharyya A, Bogunovic D, Botteron KN, Capone G, Chandan P, Chase I, Chicoine B, Cieuta-Walti C, DeRuisseau LR, Durand S, Esbensen A, Fortea J, Giménez S, Granholm AC, Hahn LJ, Head E, Hillerstrom H, Jacola LM, Janicki MP, Jasien JM, Kamer AR, Kent RD, Khor B, Lawrence JB, Lemonnier C, Lewanda AF, Mobley W, Moore PE, Nelson LP, Oreskovic NM, Osorio RS, Patterson D, Rasmussen SA, Reeves RH, Roizen N, Santoro S, Sherman SL, Talib N, Tapia IE, Walsh KM, Warren SF, White AN, Wong GW, Yi JS.","Transl Sci Rare Dis. 2021;5(3-4):99-129. doi: 10.3233/trd-200090. Epub 2021 Apr 15.","Hendrix JA","Transl Sci Rare Dis","2021","2021/07/16","PMC8279178","NIHMS1693350","10.3233/trd-200090"
"35194707","Predicting adverse cardiac events in sarcoidosis: deep learning from automated characterization of regional myocardial remodeling","Lu C, Wang YG, Zaman F, Wu X, Adhaduk M, Chang A, Ji J, Wei T, Suksaranjit P, Christodoulidis G, Scalzetti E, Han Y, Feiglin D, Liu K.","Int J Cardiovasc Imaging. 2022 Aug;38(8):1825-1836. doi: 10.1007/s10554-022-02564-5. Epub 2022 Feb 22.","Lu C","Int J Cardiovasc Imaging","2022","2022/02/23","","","10.1007/s10554-022-02564-5"
"34028616","Saliva RNA biomarkers predict concussion duration and detect symptom recovery: a comparison with balance and cognitive testing","Fedorchak G, Rangnekar A, Onks C, Loeffert AC, Loeffert J, Olympia RP, DeVita S, Leddy J, Haider MN, Roberts A, Rieger J, Uhlig T, Monteith C, Middleton F, Zuckerman SL, Lee T, Yeates KO, Mannix R, Hicks S.","J Neurol. 2021 Nov;268(11):4349-4361. doi: 10.1007/s00415-021-10566-x. Epub 2021 May 24.","Fedorchak G","J Neurol","2021","2021/05/24","PMC8505318","","10.1007/s00415-021-10566-x"
"33714545","Investigating Shared Genetic Basis Across Tourette Syndrome and Comorbid Neurodevelopmental Disorders Along the Impulsivity-Compulsivity Spectrum","Yang Z, Wu H, Lee PH, Tsetsos F, Davis LK, Yu D, Lee SH, Dalsgaard S, Haavik J, Barta C, Zayats T, Eapen V, Wray NR, Devlin B, Daly M, Neale B, Børglum AD, Crowley JJ, Scharf J, Mathews CA, Faraone SV, Franke B, Mattheisen M, Smoller JW, Paschou P.","Biol Psychiatry. 2021 Sep 1;90(5):317-327. doi: 10.1016/j.biopsych.2020.12.028. Epub 2021 Jan 8.","Yang Z","Biol Psychiatry","2021","2021/03/14","PMC9152955","NIHMS1661062","10.1016/j.biopsych.2020.12.028"
"36010347","A Computational Approach to Identification of Candidate Biomarkers in High-Dimensional Molecular Data","Gerolami J, Wong JJM, Zhang R, Chen T, Imtiaz T, Smith M, Jamaspishvili T, Koti M, Glasgow JI, Mousavi P, Renwick N, Tyryshkin K.","Diagnostics (Basel). 2022 Aug 18;12(8):1997. doi: 10.3390/diagnostics12081997.","Gerolami J","Diagnostics (Basel)","2022","2022/08/26","PMC9407361","","10.3390/diagnostics12081997"
"34170972","Harnessing clinical annotations to improve deep learning performance in prostate segmentation","Sarma KV, Raman AG, Dhinagar NJ, Priester AM, Harmon S, Sanford T, Mehralivand S, Turkbey B, Marks LS, Raman SS, Speier W, Arnold CW.","PLoS One. 2021 Jun 25;16(6):e0253829. doi: 10.1371/journal.pone.0253829. eCollection 2021.","Sarma KV","PLoS One","2021","2021/06/25","PMC8232529","","10.1371/journal.pone.0253829"
"33156863","Predicting suicide attempt or suicide death following a visit to psychiatric specialty care: A machine learning study using Swedish national registry data","Chen Q, Zhang-James Y, Barnett EJ, Lichtenstein P, Jokinen J, D'Onofrio BM, Faraone SV, Larsson H, Fazel S.","PLoS Med. 2020 Nov 6;17(11):e1003416. doi: 10.1371/journal.pmed.1003416. eCollection 2020 Nov.","Chen Q","PLoS Med","2020","2020/11/06","PMC7647056","","10.1371/journal.pmed.1003416"
"38000670","Development and Internal Validation of Machine Learning Models to Predict Mortality and Disability After Mechanical Thrombectomy for Acute Anterior Circulation Large Vessel Occlusion","Hoffman H, Wood J, Cote JR, Jalal MS, Otite FO, Masoud HE, Gould GC.","World Neurosurg. 2023 Nov 23:S1878-8750(23)01622-4. doi: 10.1016/j.wneu.2023.11.060. Online ahead of print.","Hoffman H","World Neurosurg","2023","2023/11/24","","","10.1016/j.wneu.2023.11.060"
"37228488","Liquid biopsies and minimal residual disease in lymphoid malignancies","Bou Zerdan M, Kassab J, Saba L, Haroun E, Bou Zerdan M, Allam S, Nasr L, Macaron W, Mammadli M, Abou Moussa S, Chaulagain CP.","Front Oncol. 2023 May 9;13:1173701. doi: 10.3389/fonc.2023.1173701. eCollection 2023.","Bou Zerdan M","Front Oncol","2023","2023/05/25","PMC10203459","","10.3389/fonc.2023.1173701"
"37562456","Robotic Interventional Neuroradiology: Progress, Challenges, and Future Prospects","Ning S, Chautems C, Kim Y, Rice H, Hanning U, Al Kasab S, Meyer L, Psychogios M, Zaidat OO, Hassan AE, Masoud HE, Mujanovic A, Kaesmacher J, Dhillon PS, Ma A, Kaliaev A, Nguyen TN, Abdalkader M.","Semin Neurol. 2023 Jun;43(3):432-438. doi: 10.1055/s-0043-1771298. Epub 2023 Aug 10.","Ning S","Semin Neurol","2023","2023/08/10","","","10.1055/s-0043-1771298"
"27022133","Minireview: Multiomic candidate biomarkers for clinical manifestations of sickle cell severity: Early steps to precision medicine","Goodman SR, Pace BS, Hansen KC, D'alessandro A, Xia Y, Daescu O, Glatt SJ.","Exp Biol Med (Maywood). 2016 Apr;241(7):772-81. doi: 10.1177/1535370216640150. Epub 2016 Mar 27.","Goodman SR","Exp Biol Med (Maywood)","2016","2016/03/30","PMC4950385","","10.1177/1535370216640150"
"30473705","Validation of a Salivary RNA Test for Childhood Autism Spectrum Disorder","Hicks SD, Rajan AT, Wagner KE, Barns S, Carpenter RL, Middleton FA.","Front Genet. 2018 Nov 9;9:534. doi: 10.3389/fgene.2018.00534. eCollection 2018.","Hicks SD","Front Genet","2018","2018/11/27","PMC6237842","","10.3389/fgene.2018.00534"
"35590853","Identifying Individuals Who Currently Report Feelings of Anxiety Using Walking Gait and Quiet Balance: An Exploratory Study Using Machine Learning","Stark M, Huang H, Yu LF, Martin R, McCarthy R, Locke E, Yager C, Torad AA, Kadry AM, Elwan MA, Smith ML, Bradley D, Boolani A.","Sensors (Basel). 2022 Apr 20;22(9):3163. doi: 10.3390/s22093163.","Stark M","Sensors (Basel)","2022","2022/05/20","PMC9105708","","10.3390/s22093163"
"37684322","Incidence, prevalence, and global burden of ADHD from 1990 to 2019 across 204 countries: data, with critical re-analysis, from the Global Burden of Disease study","Cortese S, Song M, Farhat LC, Yon DK, Lee SW, Kim MS, Park S, Oh JW, Lee S, Cheon KA, Smith L, Gosling CJ, Polanczyk GV, Larsson H, Rohde LA, Faraone SV, Koyanagi A, Dragioti E, Radua J, Carvalho AF, Il Shin J, Solmi M.","Mol Psychiatry. 2023 Sep 8. doi: 10.1038/s41380-023-02228-3. Online ahead of print.","Cortese S","Mol Psychiatry","2023","2023/09/08","","","10.1038/s41380-023-02228-3"
"32229555","Measuring the predictability of life outcomes with a scientific mass collaboration","Salganik MJ, Lundberg I, Kindel AT, Ahearn CE, Al-Ghoneim K, Almaatouq A, Altschul DM, Brand JE, Carnegie NB, Compton RJ, Datta D, Davidson T, Filippova A, Gilroy C, Goode BJ, Jahani E, Kashyap R, Kirchner A, McKay S, Morgan AC, Pentland A, Polimis K, Raes L, Rigobon DE, Roberts CV, Stanescu DM, Suhara Y, Usmani A, Wang EH, Adem M, Alhajri A, AlShebli B, Amin R, Amos RB, Argyle LP, Baer-Bositis L, Büchi M, Chung BR, Eggert W, Faletto G, Fan Z, Freese J, Gadgil T, Gagné J, Gao Y, Halpern-Manners A, Hashim SP, Hausen S, He G, Higuera K, Hogan B, Horwitz IM, Hummel LM, Jain N, Jin K, Jurgens D, Kaminski P, Karapetyan A, Kim EH, Leizman B, Liu N, Möser M, Mack AE, Mahajan M, Mandell N, Marahrens H, Mercado-Garcia D, Mocz V, Mueller-Gastell K, Musse A, Niu Q, Nowak W, Omidvar H, Or A, Ouyang K, Pinto KM, Porter E, Porter KE, Qian C, Rauf T, Sargsyan A, Schaffner T, Schnabel L, Schonfeld B, Sender B, Tang JD, Tsurkov E, van Loon A, Varol O, Wang X, Wang Z, Wang J, Wang F, Weissman S, Whitaker K, Wolters MK, Woon WL, Wu J, Wu C, Yang K, et al.","Proc Natl Acad Sci U S A. 2020 Apr 14;117(15):8398-8403. doi: 10.1073/pnas.1915006117. Epub 2020 Mar 30.","Salganik MJ","Proc Natl Acad Sci U S A","2020","2020/04/02","PMC7165437","","10.1073/pnas.1915006117"
"33587137","Validation of a Machine Learning Brain Electrical Activity-Based Index to Aid in Diagnosing Concussion Among Athletes","Bazarian JJ, Elbin RJ, Casa DJ, Hotz GA, Neville C, Lopez RM, Schnyer DM, Yeargin S, Covassin T.","JAMA Netw Open. 2021 Feb 1;4(2):e2037349. doi: 10.1001/jamanetworkopen.2020.37349.","Bazarian JJ","JAMA Netw Open","2021","2021/02/15","PMC7885039","","10.1001/jamanetworkopen.2020.37349"
"35124239","Development and Validation of Two RT-qPCR Diagnostic Assays for Detecting Severe Acute Respiratory Syndrome Coronavirus 2 Genomic Targets across Two Specimen Types","Miller EW, Lamberson CM, Akabari RR, Riddell SW, Middleton FA, Nasr MR, Smith SC, Sperber SM.","J Mol Diagn. 2022 Apr;24(4):294-308. doi: 10.1016/j.jmoldx.2021.12.010. Epub 2022 Feb 4.","Miller EW","J Mol Diagn","2022","2022/02/06","PMC8813189","","10.1016/j.jmoldx.2021.12.010"
"31951839","Estimation of spatially continuous daytime particulate matter concentrations under all sky conditions through the synergistic use of satellite-based AOD and numerical models","Park S, Lee J, Im J, Song CK, Choi M, Kim J, Lee S, Park R, Kim SM, Yoon J, Lee DW, Quackenbush LJ.","Sci Total Environ. 2020 Apr 15;713:136516. doi: 10.1016/j.scitotenv.2020.136516. Epub 2020 Jan 8.","Park S","Sci Total Environ","2020","2020/01/18","","","10.1016/j.scitotenv.2020.136516"
"37534867","Development of webcam-collected and artificial-intelligence-derived social and cognitive performance measures for neurodevelopmental genetic syndromes","Frazier TW, Busch RM, Klaas P, Lachlan K, Jeste S, Kolevzon A, Loth E, Harris J, Speer L, Pepper T, Anthony K, Graglia JM, Delagrammatikas CG, Bedrosian-Sermone S, Smith-Hicks C, Huba K, Longyear R, Green-Snyder L, Shic F, Sahin M, Eng C, Hardan AY, Uljarević M.","Am J Med Genet C Semin Med Genet. 2023 Sep;193(3):e32058. doi: 10.1002/ajmg.c.32058. Epub 2023 Aug 3.","Frazier TW","Am J Med Genet C Semin Med Genet","2023","2023/08/03","PMC10543620","NIHMS1923134","10.1002/ajmg.c.32058"
"31326218","Familial Kidney Cancer: Implications of New Syndromes and Molecular Insights","Carlo MI, Hakimi AA, Stewart GD, Bratslavsky G, Brugarolas J, Chen YB, Linehan WM, Maher ER, Merino MJ, Offit K, Reuter VE, Shuch B, Coleman JA.","Eur Urol. 2019 Dec;76(6):754-764. doi: 10.1016/j.eururo.2019.06.015. Epub 2019 Jul 18.","Carlo MI","Eur Urol","2019","2019/07/22","PMC7673107","NIHMS1535005","10.1016/j.eururo.2019.06.015"
"34271922","A catalog of validity indices for step counting wearable technologies during treadmill walking: the CADENCE-Kids study","Gould ZR, Mora-Gonzalez J, Aguiar EJ, Schuna JM Jr, Barreira TV, Moore CC, Staudenmayer J, Tudor-Locke C.","Int J Behav Nutr Phys Act. 2021 Jul 16;18(1):97. doi: 10.1186/s12966-021-01167-y.","Gould ZR","Int J Behav Nutr Phys Act","2021","2021/07/17","PMC8283935","","10.1186/s12966-021-01167-y"
"28951311","PD-1 pathway and its clinical application: A 20year journey after discovery of the complete human PD-1 gene","Berger KN, Pu JJ.","Gene. 2018 Jan 5;638:20-25. doi: 10.1016/j.gene.2017.09.050. Epub 2017 Sep 23.","Berger KN","Gene","2018","2017/09/28","","","10.1016/j.gene.2017.09.050"
"35192687","Laboratory assays of VWF activity and use of desmopressin trials in the diagnosis of VWD: a systematic review and meta-analysis","Kalot MA, Husainat N, Abughanimeh O, Diab O, El Alayli A, Tayiem S, Madoukh B, Dimassi A, Qureini A, Ameer B, Eikenboom J, Giraud N, Haberichter S, Jacobs-Pratt V, Konkle BA, McRae S, Montgomery R, O'Donnell JS, Brignardello-Petersen R, Flood V, Connell NT, James P, Mustafa RA.","Blood Adv. 2022 Jun 28;6(12):3735-3745. doi: 10.1182/bloodadvances.2021005431.","Kalot MA","Blood Adv","2022","2022/02/22","PMC9631556","","10.1182/bloodadvances.2021005431"
